Concept_Level_2,Concept_Level_1,Concept_Level_0,Rule Name (Old) , The Questions,Rule_Question Number (Keep!),Concept Class
Punctuation,Colons in Lists,Colons in Lists,Colons and Commas in a List,"{""0"":""! 'He traveled to many {places:} Ecuador, China, and even Egypt.'""}",2048,Grammar Concepts
Punctuation,Colons in Lists,Colons in Lists,Colons and Commas in a List,"{""0"":""! 'We play many {instruments:} bass, guitar, drums, and the flute.'""}",2049,Grammar Concepts
Punctuation,Colons in Lists,Colons in Lists,Colons in a List,"{""0"":""There are {cans, socks,} and cords all over the floor."",""1"":""There are {cans,} socks and cords all over the floor.""}",2045,Grammar Concepts
Punctuation,Commas after Introductory Prepositional Phrases,Commas after Introductory Prepositional Phrases,Commas after Introductory Prepositional Phrases,"{""0"":""While in the {car,} we listened to Led Zeppelin.""}",1964,Grammar Concepts
Punctuation,Commas after Introductory Prepositional Phrases,Commas after Introductory Prepositional Phrases,Commas after Introductory Prepositional Phrases,"{""0"":""In {1868,} Japan began the Meiji Restoration.""}",1965,Grammar Concepts
Punctuation,Commas after Introductory Prepositional Phrases,Commas after Introductory Prepositional Phrases,,"{""0"":""I was brushing my teeth. {Meanwhile,} Wanda was cooking breakfast.""}",1957,Grammar Concepts
Punctuation,Commas after Introductory Prepositional Phrases,Commas after Introductory Prepositional Phrases,,"{""0"":""I rushed to get into work. {Meanwhile,} our boss was planning a surprise party.""}",1958,Grammar Concepts
Punctuation,Commas after Introductory Prepositional Phrases,Commas after Introductory Prepositional Phrases,,"{""0"":""My Sister drove us home. {Meanwhile,} I studied in the back seat.""}",1959,Grammar Concepts
Punctuation,Commas after Introductory Prepositional Phrases,Commas after Introductory Prepositional Phrases,,"{""0"":""Whenever I am in {doubt,} I double"",""1"":""check my facts.""}",1960,Grammar Concepts
Punctuation,Commas after Introductory Prepositional Phrases,Commas after Introductory Prepositional Phrases,,"{""0"":""At {midnight,} the house began to move.""}",1961,Grammar Concepts
Punctuation,Commas after Introductory Prepositional Phrases,Commas after Introductory Prepositional Phrases,,"{""0"":""After we finish {working,} we will all go out for ice cream.""}",1962,Grammar Concepts
Punctuation,Commas after Introductory Prepositional Phrases,Commas after Introductory Prepositional Phrases,,"{""0"":""By the time Erin finished the {race,} the sun had already set.""}",1963,Grammar Concepts
Punctuation,Commas and Quotation Marks in Dialogue,Commas and Quotation Marks in Dialogue,Commas and Quotation Marks in Dialogue,"{""0"":""The sign states, {\\""\\""Do} not walk on the grass{.\\""\\""}""}",1984,Grammar Concepts
Punctuation,Commas and Quotation Marks in Dialogue,Commas and Quotation Marks in Dialogue,Commas and Quotation Marks in Dialogue,"{""0"":""Teddy {Roosevelt} once said, \\""\\""{Believe} you can and you're halfway there.\\""\\""""}",2070,Grammar Concepts
Punctuation,Commas and Quotation Marks in Dialogue,Commas and Quotation Marks in Dialogue,Use Commas and Quotation Marks in Dialogue,"{""0"":""'{\\""\\""What a silly pup,\\""\\""} Uncle Gary chuckled with a smile.'"",""1"":""'{\\""\\""What a silly pup,\\""\\""} uncle Gary chuckled with a smile.'""}",1059,Grammar Concepts
Punctuation,Commas and Quotation Marks in Dialogue,Commas and Quotation Marks in Dialogue,Use Commas and Quotation Marks in Dialogue,"{""0"":""The man in black said, {\\""\\""I'm not done with you yet!\\""\\""}""}",2087,Grammar Concepts
Punctuation,Commas and Quotation Marks in Dialogue,Commas and Quotation Marks in Dialogue,Use Commas and Quotation Marks in Dialogue,"{""0"":""As he ran out of the store, he yelled, {\\""\\""I think someone is Introductory Words: Still inside!\\""\\""}""}",2088,Grammar Concepts
Punctuation,Commas and Quotation Marks in Dialogue,Commas and Quotation Marks in Dialogue,,"{""0"":""When Steven passed me the ball, I said, {\\""\\""Go long!\\""\\""}""}",2089,Grammar Concepts
Punctuation,Commas and Quotation Marks in Dialogue,Commas and Quotation Marks in Dialogue,,"{""0"":""The guard announced, {\\""\\""All rise for the honorable Judge Davis.\\""\\""}""}",2090,Grammar Concepts
Punctuation,Commas and Quotation Marks in Dialogue,Commas and Quotation Marks in Dialogue,,"{""0"":""Bill disagreed, {\\""\\""That's not how the tides work.\\""\\""}""}",2091,Grammar Concepts
Punctuation,Commas and Quotation Marks in Dialogue,Commas and Quotation Marks in Dialogue,,"{""0"":""! '{\\""\\""Watch your step,\\""\\""} warned the bus driver.'""}",2092,Grammar Concepts
Punctuation,Commas and Quotation Marks in Dialogue,Commas and Quotation Marks in Dialogue,,"{""0"":""! '{\\""\\""I'm lost,\\""\\""} whimpered the poor boy.'""}",2093,Grammar Concepts
Punctuation,Commas and Quotation Marks in Dialogue,Commas and Quotation Marks in Dialogue,,"{""0"":""Brett argued, {\\""\\""That's not fair!\\""\\""}""}",2094,Grammar Concepts
Punctuation,Commas and Quotation Marks in Dialogue,Commas and Quotation Marks in Dialogue,,"{""0"":""! '{\\""\\""My head hurts,\\""\\""} the little girl whined.'""}",2095,Grammar Concepts
Punctuation,Commas and Quotation Marks in Dialogue,Commas and Quotation Marks in Dialogue,,"{""0"":""Roy confessed, {\\""\\""I was the one who cheated.\\""\\""}""}",2096,Grammar Concepts
Punctuation,Commas and Quotation Marks in Dialogue,Commas and Quotation Marks in Dialogue,,"{""0"":""The little boy mumbled, {\\""\\""I'm sorry.\\""\\""}""}",2097,Grammar Concepts
Punctuation,Commas and Quotation Marks in Dialogue,Commas and Quotation Marks in Dialogue,,"{""0"":""'{\\""\\""What a silly pup,\\""\\""} Uncle Gary chuckled with a smile.'""}",2098,Grammar Concepts
Punctuation,Commas and Quotation Marks in Dialogue,Commas and Quotation Marks in Dialogue,,"{""0"":""! '{\\""\\""What happened here?\\""\\""} demanded the police officer.'""}",2099,Grammar Concepts
Punctuation,Commas for Addressing People,Commas for Addressing People,"Commas for \\\\Commas for Commas for Yes and No and No\\\\ and \\\\No,\\\\ Tag Questions, and Commas for Addressing Irregular Nouns: People","{""0"":""{Arielle,} can you come here?""}",2037,Grammar Concepts
Punctuation,Commas for Addressing People,Commas for Addressing People,"Commas for \\\\Commas for Commas for Yes and No and No\\\\ and \\\\No,\\\\ Tag Questions, and Commas for Addressing Irregular Nouns: People","{""0"":""{Frank,} can you please help us?""}",2038,Grammar Concepts
Punctuation,Commas for Addressing People,Commas for Addressing People,"Commas for \\\\Commas for Commas for Yes and No and No\\\\ and \\\\No,\\\\ Tag Questions, and Commas for Addressing Irregular Nouns: People","{""0"":""Hurry {up,} Todd.""}",2039,Grammar Concepts
Punctuation,Commas for Addressing People,Commas for Addressing People,Commas for Addressing Irregular Nouns: People,"{""0"":""Let's {eat,} John.""}",2041,Grammar Concepts
Punctuation,Commas for Tag Questions,Commas for Tag Questions,"Commas for \\\\Commas for Commas for Yes and No and No\\\\ and \\\\No,\\\\ Tag Questions, and Commas for Addressing Irregular Nouns: People","{""0"":""She isn't allowed in{, is she?}""}",2031,Grammar Concepts
Punctuation,Commas for Tag Questions,Commas for Tag Questions,"Commas for \\\\Commas for Commas for Yes and No and No\\\\ and \\\\No,\\\\ Tag Questions, and Commas for Addressing Irregular Nouns: People","{""0"":""He's a good soccer player{, isn't he?}""}",2032,Grammar Concepts
Punctuation,Commas for Tag Questions,Commas for Tag Questions,"Commas for \\\\Commas for Commas for Yes and No and No\\\\ and \\\\No,\\\\ Tag Questions, and Commas for Addressing Irregular Nouns: People","{""0"":""You aren't finishing that pizza{, are you?}""}",2033,Grammar Concepts
Punctuation,Commas for Tag Questions,Commas for Tag Questions,Tag Questions,"{""0"":""We are going to the show, {aren't we}?""}",2030,Grammar Concepts
Punctuation,Commas for Yes and No,Commas for Yes and No,"Commas for \\\\Commas for Commas for Yes and No and No\\\\ and \\\\No,\\\\ Tag Questions, and Commas for Addressing Irregular Nouns: People","{""0"":""{Commas for Commas for Yes and No and No,} we adopted a kitten Commas for Commas for Yes and No and Noterday."",""1"":""{No,} we adopted a kitten Commas for Commas for Yes and No and Noterday.""}",2034,Grammar Concepts
Punctuation,Commas for Yes and No,Commas for Yes and No,"Commas for \\\\Commas for Commas for Yes and No and No\\\\ and \\\\No,\\\\ Tag Questions, and Commas for Addressing Irregular Nouns: People","{""0"":""{No,} I can't eat any more pizza."",""1"":""{Commas for Commas for Yes and No and No,} I can't eat any more pizza.""}",2035,Grammar Concepts
Punctuation,Commas for Yes and No,Commas for Yes and No,"Commas for \\\\Commas for Commas for Yes and No and No\\\\ and \\\\No,\\\\ Tag Questions, and Commas for Addressing Irregular Nouns: People","{""0"":""{Commas for Commas for Yes and No and No,} I will drive you home."",""1"":""{No,} I will drive you home.""}",2036,Grammar Concepts
Punctuation,Commas for Yes and No,Commas for Yes and No,Commas for Commas for Yes and No and No & No,"{""0"":""{Commas for Commas for Yes and No and No,} I saw Sally last night."",""1"":""{No,} I saw Sally last night.""}",2040,Grammar Concepts
Punctuation,Commas in Addresses,Commas in Addresses,Commas in Addresses,"{""0"":""I sent the letter to {22 Periwinkle Way, Miami, Florida 01234}.""}",674,Grammar Concepts
Punctuation,Commas in Addresses,Commas in Addresses,Commas in Addresses,"{""0"":""The taxi is taking me to 14 Sesame {Street,} Chicago, Illinois 01234.""}",675,Grammar Concepts
Punctuation,Commas in Addresses,Commas in Addresses,Commas in Addresses,"{""0"":""I now work at 44 Fifth {Street,} Portland, {Maine} 01234.""}",676,Grammar Concepts
Punctuation,Commas in Addresses,Commas in Addresses,Commas in Addresses,"{""0"":""I sent the letter to {22 Periwinkle Way, Miami, Florida 01234}.""}",1876,Grammar Concepts
Punctuation,Commas in Addresses,Commas in Addresses,Commas in Addresses,"{""0"":""The taxi is taking me to {14 Sesame Street, Chicago, Illinois 01234}.""}",1877,Grammar Concepts
Punctuation,Commas in Addresses,Commas in Addresses,Commas in Addresses,"{""0"":""I now work at {44 Fifth Street, Portland, Maine 01234}.""}",1878,Grammar Concepts
Punctuation,Commas in Addresses,Commas in Addresses,Commas in Addresses,"{""0"":""Please mail the package to {82 Hart St., Brooklyn, NY 11237}.""}",1879,Grammar Concepts
Punctuation,Commas in Addresses,Commas in Addresses,Commas in Addresses,"{""0"":""My hotel's address is {121 Deck House Road, Edgecomb, ME 04440}.""}",1880,Grammar Concepts
Punctuation,Commas in Addresses,Commas in Addresses,Commas in Addresses,"{""0"":""We just moved to {52 Canoe Hill Road, New Canaan, CT 06840}.""}",1881,Grammar Concepts
Punctuation,Commas in Addresses,Commas in Addresses,Commas in Addresses,"{""0"":""In one mile, we should arrive at {23 Main St., Fairfax, VA 22030}.""}",1882,Grammar Concepts
Punctuation,Commas in Addresses,Commas in Addresses,Commas in Addresses,"{""0"":""The White House is located at 1600 Pennsylvania {Ave., Washington,} DC 20500.""}",1883,Grammar Concepts
Punctuation,Commas in Dates,Commas in Dates,Commas in Dates and Lists,"{""0"":""America began its civil war on {April 12th, 1861}.""}",2135,Grammar Concepts
Punctuation,Commas in Dates,Commas in Dates,Commas in Dates and Lists,"{""0"":""The expiration date on those old bananas was {December 5th, 2013}.""}",2136,Grammar Concepts
Punctuation,Commas in Dates,Commas in Dates,Commas in Dates and Lists,"{""0"":""Relative Pronouns: Why is {September 2nd, 1945} an important date?""}",2137,Grammar Concepts
Punctuation,Commas in Dates,Commas in Dates,Commas in Dates and Lists,"{""0"":""Do you know anybody who was born on {January 1st, 2000}?""}",2138,Grammar Concepts
Punctuation,Commas in Dates,Commas in Dates,Commas in Dates and Lists,"{""0"":""My sister was born on {August 21st, 2005}.""}",2139,Grammar Concepts
Punctuation,Commas in Dates,Commas in Dates,Commas in Dates and Lists,"{""0"":""Do you know what happened on {July 4th, 1776}?""}",2140,Grammar Concepts
Punctuation,Commas in Dates,Commas in Dates,Commas in Dates and Lists,"{""0"":""We were able to see the comet, Hale Bopp, on {May 12th, 1996}.""}",2141,Grammar Concepts
Punctuation,Commas in Dates,Commas in Dates,Commas in Dates and Lists,"{""0"":""President Obama assumed office on {January 20th, 2009}.""}",2142,Grammar Concepts
Punctuation,Commas in Dates,Commas in Dates,Commas in Dates and Lists,"{""0"":""What happened on {May 25th, 1955}?""}",2143,Grammar Concepts
Punctuation,Commas in Dates,Commas in Dates,Commas in Dates and Lists,"{""0"":""We moved to the USA on {March 12th, 1972}.""}",2144,Grammar Concepts
Punctuation,Commas in Dates,Commas in Dates,Writing the Date,"{""0"":""{February 29th, 2008} was a leap year.""}",2133,Grammar Concepts
Punctuation,Commas in Dates,Commas in Dates,Writing the Date,"{""0"":""What happened on {April 4th, 2004}?""}",2134,Grammar Concepts
Punctuation,Commas in Lists,Commas in Lists,Colons and Commas in a List,"{""0"":""They {screamed, shouted,} and cheered at their team."",""1"":""They {screamed,} shouted and cheered at their team.""}",2044,Grammar Concepts
Punctuation,Commas in Lists,Commas in Lists,Colons and Commas in a List,"{""0"":""The canvas was filled with {red, pink, blue,} and orange colors."",""1"":""The canvas was filled with {red, pink, blue,} and orange colors.""}",2046,Grammar Concepts
Punctuation,Commas in Lists,Commas in Lists,Commas in a List,"{""0"":""My friends and I saw {goats, ponies,} and sheep at the petting zoo."",""1"":""My friends and I saw {goats,} ponies and sheep at the petting zoo.""}",2042,Grammar Concepts
Punctuation,Commas in Lists,Commas in Lists,Commas in a List,"{""0"":""Zara needs {milk, sugar,} and butter."",""1"":""Zara needs {milk,} sugar and butter.""}",2043,Grammar Concepts
Punctuation,Commas in Lists,Commas in Lists,Commas in a List,"{""0"":""! 'The circus had many {acts:} juggling, tumbling, and lion taming.'""}",2047,Grammar Concepts
Punctuation,Commas in Lists,Commas in Lists,Commas in Dates and Lists,"{""0"":""The flowers are {red, blue, green,} and yellow."",""1"":""The flowers are {red, blue,} green and yellow.""}",2145,Grammar Concepts
Punctuation,Commas in Lists,Commas in Lists,Commas in Dates and Lists,"{""0"":""We only have two {apples, a loaf of bread,} and some cheese left."",""1"":""We only have two {apples,} a loaf of bread and some cheese left.""}",2146,Grammar Concepts
Punctuation,Commas in Lists,Commas in Lists,Commas in Dates and Lists,"{""0"":""The walls were lined with {shoes, sandals,} and slippers."",""1"":""The walls were lined with {shoes,} sandals and slippers.""}",2147,Grammar Concepts
Punctuation,Commas in Lists,Commas in Lists,Commas in Dates and Lists,"{""0"":""Some good spices are {parsley, sage,} and thyme."",""1"":""Some good spices are {parsley,} sage and thyme.""}",2148,Grammar Concepts
Punctuation,Commas in Lists,Commas in Lists,Commas in Dates and Lists,"{""0"":""We own a {cat, a dog,} and a goldfish."",""1"":""We own a {cat,} a dog and a goldfish.""}",2149,Grammar Concepts
Punctuation,Commas in Lists,Commas in Lists,Commas in Dates and Lists,"{""0"":""We have a {violin, viola,} and cello."",""1"":""We have a {violin,} viola and cello.""}",2150,Grammar Concepts
Punctuation,Commas in Lists,Commas in Lists,Commas in Dates and Lists,"{""0"":""This 24 hour restaurant serves {breakfast, lunch,} and dinner."",""1"":""This 24 hour restaurant serves {breakfast,} lunch and dinner.""}",2151,Grammar Concepts
