entry,type,Curriculum Assigned Optimal Status,label,Optional - Curriculum Label,Optional - Highlight,Optional - AutoML Label,Optional - AutoML Primary Feedback,Optional - AutoML Secondary Feedback
they can compare sounds to a health coral reef and an unhealthy one.,prompt,suboptimal,Label_1,,,,,
they produce different sounds.,prompt,suboptimal,Label_1,,,,,
the different sounds can show if it is healthy or unhealth.,test,suboptimal,Label_1,,,,,
unhealthy and healthy coral reefs make different noises.,prompt,suboptimal,Label_1,,,,,
sounds made by healthy coral reefs is different from those of unhealthy ones.,prompt,suboptimal,Label_1,,,,,
healthy and unhealthy coral reef have different sounds to them.,prompt,suboptimal,Label_1,,,,,
healthy and unhealthy reefs produce different sounds.,prompt,suboptimal,Label_1,,,,,
they know what the differences are between a healthy and unhealthy reef.,test,suboptimal,Label_1,,,,,
coral reefs sounds are different based on their health.,prompt,suboptimal,Label_1,,,,,
a healthy coral reef sounds different than an unhealthy one.,prompt,suboptimal,Label_1,,,,,
a healthy coral reef sounds different than an unhealthy coral reef.,prompt,suboptimal,Label_1,,,,,
a healthy and an unhealthy coral reef sound different.,prompt,suboptimal,Label_1,,,,,
the different sounds they make will determine if they are dying or dead.,test,suboptimal,Label_1,,,,,
they did different experiments  with disses to see what sounds they make.,prompt,suboptimal,Label_1,,,,,
healthy and unhealthy reefs make different types of sounds.,prompt,suboptimal,Label_1,,,,,
healthy coral reefs produce different sounds than unhealthy coral reefs.,prompt,suboptimal,Label_1,,,,,
coral reefs produce different sounds if they are healthy or unhealthy.,prompt,suboptimal,Label_1,,,,,
they can produce different sounds.,test,suboptimal,Label_1,,,,,
there are differences in the sound between a healthy and unhealthy coral reef.,prompt,suboptimal,Label_1,,,,,
the sounds of a healthy coral reef is very different compared to an unhealthy coral reef.,prompt,suboptimal,Label_1,,,,,
they create different sounds.,prompt,suboptimal,Label_1,,,,,
they make different sounds depending on the health of the coral reef.,prompt,suboptimal,Label_1,,,,,
healthy and unhealthy coral reefs produce different sounds.,test,suboptimal,Label_1,,,,,
healthy and unhealthy coral reefs make different sounds.,prompt,suboptimal,Label_1,,,,,
the differences in sound qualities a healthy coral gives of in comparison to an unhealthy coral.,prompt,suboptimal,Label_1,,,,,
it produces different sounds.,prompt,suboptimal,Label_1,,,,,
some sounds mean healthy coral and some mean unhealthy coral.,prompt,suboptimal,Label_1,,,,,
they produce different sounds when they are unhealthy and healthy.,test,suboptimal,Label_1,,,,,
healthy and unhealthy coral produce different sounds.,prompt,suboptimal,Label_1,,,,,
", the certain sounds coral reefs make means different things.",prompt,suboptimal,Label_1,,,,,
the different sounds it makes can determine if it´s healthy or not.,prompt,suboptimal,Label_1,,,,,
different sounds the reefs produce.,prompt,suboptimal,Label_1,,,,,
healthy coral reefs produce different sounds then unhealthy reefs.,test,suboptimal,Label_1,,,,,
both the healthy and unhealthy sounds are different to eachother.,prompt,suboptimal,Label_1,,,,,
the sounds are different between a healthy reef and unhealthy reef.,prompt,suboptimal,Label_1,,,,,
different sounds can indicate a reef's health.,prompt,suboptimal,Label_1,,,,,
healthy and unhealthy coral reefs create different sounds depending on which one they are.,prompt,suboptimal,Label_1,,,,,
the reefs have different sounds if they are healthy than if they aren't.,test,suboptimal,Label_1,,,,,
healthy and unhealthy coral make different sounds.,prompt,suboptimal,Label_1,,,,,
healthy and unhealthy coral reefs make different sounds.,prompt,suboptimal,Label_1,,,,,
healthy and unhealthy coral reefs produce different sounds,prompt,suboptimal,Label_1,,,,,
healthy reefs give off different sounds compared to unhealthy ones.,prompt,suboptimal,Label_1,,,,,
healthy and unhealthy coral reefs produce different sounds.,test,suboptimal,Label_1,,,,,
healthy coral has a sound different to unhealthy coral.,prompt,suboptimal,Label_1,,,,,
healthy and unhealthy coral produce different sounds.,prompt,suboptimal,Label_1,,,,,
healthy and unhealthy reefs produce different sounds.,prompt,suboptimal,Label_1,,,,,
healthy coral reefs produce different sounds than unhealthy ones.,prompt,suboptimal,Label_1,,,,,
healthy and unhealthy coral reefs produce different sounds.,test,suboptimal,Label_1,,,,,
healthy coral reefs produce a different sound then unhealthy coral reefs.,prompt,suboptimal,Label_1,,,,,
healthy reefs sound different then unhealthy reefs.,prompt,suboptimal,Label_1,,,,,
they produce different sounds to say if the reef is healthy or unhealthy.,prompt,suboptimal,Label_1,,,,,
healthy and unhealthy reefs have different sounds.,prompt,suboptimal,Label_1,,,,,
they produce different sounds.,test,suboptimal,Label_1,,,,,
healthy coral reefs sound different then unhealthy reefs.,prompt,suboptimal,Label_1,,,,,
a healthy coral reed produces a different sound than an unhealthy coral reef.,prompt,suboptimal,Label_1,,,,,
AI is being utilized in order to more effectively and efficiently analyze recordings to monitor for health.,prompt,suboptimal,Label_10,,,,,
artificial intelligence is being utilized in an effort to better and more efficiently monitor the recordings.,prompt,suboptimal,Label_10,,,,,
machine learning and algorithms are being used to accurately gauge reef health and create recordings of healthy reefs to play back and attract marine life to unhealthy reefs.,test,suboptimal,Label_10,,,,,
machine learning has been introduced to help AI distinguish the sounds and categorize them.,prompt,suboptimal,Label_10,,,,,
machine learning is being employed to analyze reef noise quickly and without human labor.,prompt,suboptimal,Label_10,,,,,
"now, researchers want to use machine learning and audio analysis to better understand the health of coral reefs.",prompt,suboptimal,Label_10,,,,,
scientists are developing AI-based tools to help with audio recording analysis.,prompt,suboptimal,Label_10,,,,,
scientists are employing AI to help them sift through the recording data.,test,suboptimal,Label_10,,,,,
scientists are harnessing AI to analyze audio recordings of coral reefs to more quickly and accurately determine the health status of the reefs.,prompt,suboptimal,Label_10,,,,,
scientists are starting to use machine learning to analyze the audio recordings to make the process easier.,prompt,suboptimal,Label_10,,,,,
scientists are using AI algorithms to analyze recordings of reefs.,prompt,suboptimal,Label_10,,,,,
scientists are using AI machine learning to quickly and accurately analyze recordings.,prompt,suboptimal,Label_10,,,,,
scientists are using AI to analyze reef sounds more efficiently.,test,suboptimal,Label_10,,,,,
scientists are using AI to analyze the sounds of the coral.,prompt,suboptimal,Label_10,,,,,
scientists are using AI to help analyze the sounds of the coral reefs.,prompt,suboptimal,Label_10,,,,,
scientists are using machine learning in order to analyze the audio recordings.,prompt,suboptimal,Label_10,,,,,
scientists are using machine learning to analyze the sounds.,prompt,suboptimal,Label_10,,,,,
scientists are using machine learning to help analyze the recordings.,test,suboptimal,Label_10,,,,,
scientists are using machine learning to help them analyze all the recordings.,prompt,suboptimal,Label_10,,,,,
scientists are using machine learning to learn and analyze coral audio recordings.,prompt,suboptimal,Label_10,,,,,
scientists have turned to artificial intelligence to help monitor the recordings.,prompt,suboptimal,Label_10,,,,,
some scientists are using AI to analyze the sounds which can give results faster.,prompt,suboptimal,Label_10,,,,,
some scientists are using AI to monitor the health of coral reefs by listening to the sounds they make.,test,suboptimal,Label_10,,,,,
some scientists have begun to employ the use of machine learning to help them analyze audio recordings of reefs to determine their health.,prompt,suboptimal,Label_10,,,,,
some scientists have started using machine learning to analyze these recordings.,prompt,suboptimal,Label_10,,,,,
the scientists are using machine learning to analyze the sound recordings of coral reefs.,prompt,suboptimal,Label_10,,,,,
the use of AI to assist in evaluating what each sound means will help continued monitoring.,prompt,suboptimal,Label_10,,,,,
they are turning to machine learning to automate the analysis of these audio recordings.,test,suboptimal,Label_10,,,,,
they are using machine learning to accurate analyze these sounds.,prompt,suboptimal,Label_10,,,,,
they are using the sounds to train machine learning algorithms to identify healthy or unhealthy reefs.,prompt,suboptimal,Label_10,,,,,
they have been teaching AI to learn the sounds and help inform scientists if the reefs sound healthy or not.,prompt,suboptimal,Label_10,,,,,
they have started using AI with machine learning to be able to go over the sounds faster.,prompt,suboptimal,Label_10,,,,,
they have trained an algorithm to identify the sounds of associated with reef health.,test,suboptimal,Label_10,,,,,
they have turned to AI to facilitate recording analysis.,prompt,suboptimal,Label_10,,,,,
"they're employing artificial intelligence, specifically machine learning, to study the audio recordings of coral reefs.",prompt,suboptimal,Label_10,,,,,
"they're using artificial intelligence, specifically machine learning, to analyze audio recordings of coral reefs.",prompt,suboptimal,Label_10,,,,,
"they use AI, or machine learning to help in analyzing sounds.",prompt,suboptimal,Label_10,,,,,
they use machine learning to analyze the sound recordings.,test,suboptimal,Label_10,,,,,
"to speed up this process, scientists are using machine learning to help analyze these audio recordings.",prompt,suboptimal,Label_10,,,,,
using artificial intelligence can help scientists analyze sound and audio recordings.,prompt,suboptimal,Label_10,,,,,
using machine learning to analyze coral reef sounds can help scientists identify reef health with a high degree of accuracy.,prompt,suboptimal,Label_10,,,,,
"with the aid of AI analyzing and reproducing the sounds of a healthy reef, it's possible to attract marine animals and save these important areas of the ecosystem.",prompt,suboptimal,Label_10,,,,,
work is being done to develop artificial intelligence algorithms to analyze the recordings.,test,suboptimal,Label_10,,,,,
AI is making it a lot more easy,prompt,suboptimal,Label_10,,,,,
researchers want to use machine learning and audio analysis to better understand coral reefs health.,prompt,suboptimal,Label_10,,,,,
"they're using artificial intelligence, specifically machine learning, to study audio recordings.",prompt,suboptimal,Label_10,,,,,
the computer used to listen to the reefs has a high level of accuracy so the scientists know how the reef is doing.,prompt,suboptimal,Label_10,,,,,
computer models can be trained to detect the sounds of healthy and unhealthy coral reefs.,test,suboptimal,Label_10,,,,,
"they are able to more accurately recognize the well-being of the reefs, and they can analyze these recordings much quicker using AI.",prompt,suboptimal,Label_10,,,,,
they are able to use the sounds to let artificial intelligence analyze them.,prompt,suboptimal,Label_10,,,,,
the machine can tell scientists faster and more accurately on how the reef is.,prompt,suboptimal,Label_10,,,,,
"new technology can provide machine learning and audio learning, which allows for a better understanding of the health of coral reefs.",prompt,suboptimal,Label_10,,,,,
with help from AI scientists can determined if a coral reef is healthy based on how it sounds.,test,suboptimal,Label_10,,,,,
tey want to use the machine learning and audio to better understand the health.,prompt,suboptimal,Label_10,,,,,
tey want to use the machine learning and audio to better understand.,prompt,suboptimal,Label_10,,,,,
"it can tell the scientists faster, more accurate information on the reef.",prompt,suboptimal,Label_10,,,,,
by using AI for audio analysis it shows how a healthy reef has a high rate for accuracy.,prompt,suboptimal,Label_10,,,,,
they use machine learning.,test,suboptimal,Label_10,,,,,
scientists are using AI.,prompt,suboptimal,Label_10,,,,,
scientists are using machine learning to tell the difference between healthy and unhealthy reefs.,prompt,suboptimal,Label_10,,,,,
the scientists can use AI to tell if they're healthy or not.,prompt,suboptimal,Label_10,,,,,
they are using machine learning.,prompt,suboptimal,Label_10,,,,,
audio recordings can be analyzed by artificial intelligence with a high rate of accuracy to show how a reef is doing.,test,suboptimal,Label_10,,,,,
"Ben Williams, the study's main author, said that using this method can provide quicker and more precise information about the status of the reef.",prompt,suboptimal,Label_10,,,,,
they have audio recordings of different sounds and using this data can be used as the predictions.,prompt,suboptimal,Label_10,,,,,
they use AI tools to tell whether they are healthy or not.,prompt,suboptimal,Label_10,,,,,
it is faster for it to listen to the.,prompt,suboptimal,Label_10,,,,,
it is faster for it to listen to the recording.,test,suboptimal,Label_10,,,,,
it is faster for it to listen to the recordings.,prompt,suboptimal,Label_10,,,,,
the sound they produce help determine the health of the coral using AI.,prompt,suboptimal,Label_10,,,,,
Machine learning it analyzes sound to detect and understand the health of the coral reefs by using a sound software that can identify it.d,prompt,suboptimal,Label_10,,,,,
Machine learning it analyzes sound to detect and understand the health of the coral reefs by using a sound software that can identify it.,prompt,suboptimal,Label_10,,,,,
researchers want to use machine learning and audio analysis to better understand the health of coral reefs.,test,suboptimal,Label_10,,,,,
"it can tell them faster and more accurately, how a reef is doing.",prompt,suboptimal,Label_10,,,,,
a couple scientists are using machines that are learning to analyze these adio recordings,prompt,suboptimal,Label_10,,,,,
a couple scientists are using machines that are learning to analyze these audio recordings,prompt,suboptimal,Label_10,,,,,
a couple scientists are using machines that ar e learning to analyze these audio recordings.,prompt,suboptimal,Label_10,,,,,
a couple scientists are using machines tha are learning to analyze these audio recordings.,test,suboptimal,Label_10,,,,,
